# wavelength 	 flux_density
2.238300000000000182e+03 9.130410000000000000e+14
2.238808999999999742e+03 9.078790000000001250e+14
2.239317999999999756e+03 9.180820000000000000e+14
2.239827000000000226e+03 9.230340000000000000e+14
2.240336999999999989e+03 9.297160000000000000e+14
2.240846000000000004e+03 9.345950000000000000e+14
2.241355000000000018e+03 9.304340000000001250e+14
2.241864000000000033e+03 9.259230000000001250e+14
2.242373000000000047e+03 9.176580000000000000e+14
2.242881999999999607e+03 9.178130000000001250e+14
2.243391000000000076e+03 9.239890000000000000e+14
2.243900000000000091e+03 9.285700000000001250e+14
2.244409000000000106e+03 9.282580000000001250e+14
2.244918000000000120e+03 9.272210000000000000e+14
2.245426999999999680e+03 9.283070000000001250e+14
2.245936000000000149e+03 9.275660000000000000e+14
2.246445000000000164e+03 9.243660000000000000e+14
2.246952999999999975e+03 9.245900000000001250e+14
2.247461999999999989e+03 9.126170000000000000e+14
2.247971000000000004e+03 9.019170000000001250e+14
2.248480000000000018e+03 9.155160000000000000e+14
2.248989000000000033e+03 9.228970000000000000e+14
2.249496999999999844e+03 9.214660000000000000e+14
2.250005999999999858e+03 9.186550000000000000e+14
2.250514999999999873e+03 9.186080000000000000e+14
2.251024000000000342e+03 9.165670000000001250e+14
2.251532999999999902e+03 9.139280000000000000e+14
2.252041000000000167e+03 9.114380000000000000e+14
2.252549999999999727e+03 9.072660000000000000e+14
2.253058999999999742e+03 9.088680000000000000e+14
2.253567000000000007e+03 9.091940000000000000e+14
2.254076000000000022e+03 8.985330000000000000e+14
2.254585000000000036e+03 9.003950000000001250e+14
2.255092999999999847e+03 9.113900000000001250e+14
2.255602000000000317e+03 9.078270000000001250e+14
2.256110000000000127e+03 9.069110000000001250e+14
2.256619000000000142e+03 9.060600000000000000e+14
2.257126999999999953e+03 9.051590000000001250e+14
2.257636000000000422e+03 9.057940000000001250e+14
2.258144000000000233e+03 9.042770000000000000e+14
2.258652999999999793e+03 9.044610000000001250e+14
2.259161000000000058e+03 9.071590000000000000e+14
2.259670000000000073e+03 9.073410000000000000e+14
2.260177999999999884e+03 9.036140000000000000e+14
2.260686000000000149e+03 9.030910000000001250e+14
2.261194999999999709e+03 8.918930000000000000e+14
2.261702999999999975e+03 8.852960000000000000e+14
2.262211999999999989e+03 8.748890000000000000e+14
2.262719999999999800e+03 8.514200000000000000e+14
2.263227999999999611e+03 8.597170000000000000e+14
2.263737000000000080e+03 8.854360000000001250e+14
2.264244999999999891e+03 8.957890000000001250e+14
2.264752999999999702e+03 8.952330000000000000e+14
2.265260999999999967e+03 8.789240000000001250e+14
2.265769999999999982e+03 8.611370000000001250e+14
2.266277999999999793e+03 8.739240000000000000e+14
2.266786000000000058e+03 8.833230000000001250e+14
2.267294000000000324e+03 8.819390000000000000e+14
2.267802000000000135e+03 8.914030000000000000e+14
2.268311000000000149e+03 8.949720000000001250e+14
2.268818999999999960e+03 8.953610000000001250e+14
2.269327000000000226e+03 8.938830000000000000e+14
2.269835000000000036e+03 8.918270000000000000e+14
2.270342999999999847e+03 8.880470000000000000e+14
2.270851000000000113e+03 8.841760000000000000e+14
2.271358999999999924e+03 8.848710000000001250e+14
2.271866999999999734e+03 8.897380000000000000e+14
2.272375000000000000e+03 8.896680000000000000e+14
2.272883000000000266e+03 8.888220000000000000e+14
2.273391000000000076e+03 8.882250000000000000e+14
2.273899000000000342e+03 8.825580000000000000e+14
2.274407000000000153e+03 8.735790000000000000e+14
2.274914999999999964e+03 8.758190000000000000e+14
2.275422999999999774e+03 8.832340000000001250e+14
2.275931000000000040e+03 8.801600000000001250e+14
2.276438000000000102e+03 8.750470000000001250e+14
2.276945999999999913e+03 8.779550000000000000e+14
2.277454000000000178e+03 8.800410000000001250e+14
2.277961999999999989e+03 8.802970000000000000e+14
2.278469999999999800e+03 8.816480000000001250e+14
2.278978000000000065e+03 8.773120000000001250e+14
2.279485000000000127e+03 8.729090000000000000e+14
2.279992999999999938e+03 8.688000000000000000e+14
2.280501000000000204e+03 8.641380000000001250e+14
2.281009000000000015e+03 8.306120000000000000e+14
2.281516999999999825e+03 8.145890000000000000e+14
2.282023999999999887e+03 8.447720000000000000e+14
2.282531999999999698e+03 8.569580000000001250e+14
2.283039000000000215e+03 8.598800000000000000e+14
2.283547000000000025e+03 8.624020000000001250e+14
2.284054999999999836e+03 8.627960000000001250e+14
2.284562000000000353e+03 8.687920000000000000e+14
2.285070000000000164e+03 8.607600000000001250e+14
2.285577999999999975e+03 8.643340000000000000e+14
2.286085000000000036e+03 8.696140000000000000e+14
2.286592999999999847e+03 8.692030000000000000e+14
2.287099999999999909e+03 8.694850000000000000e+14
2.287608000000000175e+03 8.669130000000000000e+14
2.288114999999999782e+03 8.670390000000000000e+14
2.288623000000000047e+03 8.631560000000000000e+14
2.289130000000000109e+03 8.617160000000001250e+14
2.289637999999999920e+03 8.610190000000000000e+14
2.290144999999999982e+03 8.649120000000000000e+14
2.290652999999999793e+03 8.612840000000000000e+14
2.291160000000000309e+03 8.564770000000000000e+14
2.291666999999999916e+03 8.579350000000001250e+14
2.292174999999999727e+03 8.567530000000000000e+14
2.292682000000000244e+03 8.472470000000000000e+14
2.293190000000000055e+03 7.982570000000000000e+14
2.293696999999999662e+03 7.233250000000000000e+14
2.294204000000000178e+03 7.283170000000001250e+14
2.294710999999999785e+03 7.598770000000001250e+14
2.295219000000000051e+03 7.793590000000000000e+14
2.295726000000000113e+03 7.850130000000000000e+14
2.296233000000000175e+03 7.890470000000000000e+14
2.296739999999999782e+03 7.914620000000000000e+14
2.297248000000000047e+03 8.011480000000000000e+14
2.297755000000000109e+03 8.087930000000001250e+14
2.298261999999999716e+03 8.128810000000000000e+14
2.298769000000000233e+03 8.108550000000000000e+14
2.299277000000000044e+03 8.113830000000001250e+14
2.299783999999999651e+03 8.171230000000000000e+14
2.300291000000000167e+03 8.190300000000000000e+14
2.300797999999999774e+03 8.221940000000001250e+14
2.301305000000000291e+03 8.210720000000001250e+14
2.301811999999999898e+03 8.257930000000000000e+14
2.302318999999999960e+03 8.257960000000000000e+14
2.302826000000000022e+03 8.247980000000000000e+14
2.303332999999999629e+03 8.242900000000001250e+14
2.303840000000000146e+03 8.209520000000001250e+14
2.304346999999999753e+03 8.222480000000001250e+14
2.304854000000000269e+03 8.216250000000001250e+14
2.305360999999999876e+03 8.208550000000000000e+14
2.305867999999999938e+03 8.159540000000000000e+14
2.306375000000000000e+03 8.204560000000001250e+14
2.306882000000000062e+03 8.204010000000000000e+14
2.307389000000000124e+03 8.226910000000000000e+14
2.307895999999999731e+03 8.201520000000000000e+14
2.308403000000000247e+03 8.208400000000001250e+14
2.308909999999999854e+03 8.174390000000001250e+14
2.309416999999999916e+03 8.202460000000000000e+14
2.309922999999999774e+03 8.181910000000000000e+14
2.310430000000000291e+03 8.200820000000000000e+14
2.310936999999999898e+03 8.188060000000000000e+14
2.311443999999999960e+03 8.162990000000000000e+14
2.311951000000000022e+03 8.218840000000000000e+14
2.312457000000000335e+03 8.159470000000000000e+14
2.312963999999999942e+03 8.196770000000000000e+14
2.313471000000000004e+03 8.153350000000001250e+14
2.313976999999999862e+03 8.136040000000001250e+14
2.314484000000000378e+03 8.044390000000000000e+14
2.314990999999999985e+03 7.935190000000000000e+14
2.315498000000000047e+03 8.076140000000001250e+14
2.316003999999999905e+03 8.104040000000001250e+14
2.316511000000000422e+03 8.060550000000000000e+14
2.317018000000000029e+03 8.011500000000000000e+14
2.317524000000000342e+03 8.007330000000000000e+14
2.318030999999999949e+03 8.020410000000000000e+14
2.318537000000000262e+03 8.073550000000000000e+14
2.319043999999999869e+03 8.028020000000000000e+14
2.319550999999999931e+03 8.080730000000000000e+14
2.320056999999999789e+03 8.110720000000001250e+14
2.320563999999999851e+03 8.058700000000000000e+14
2.321070000000000164e+03 8.092150000000000000e+14
2.321577000000000226e+03 8.093800000000000000e+14
2.322083000000000084e+03 7.770740000000000000e+14
2.322590000000000146e+03 7.038160000000000000e+14
2.323096000000000004e+03 6.709370000000000000e+14
2.323603000000000065e+03 6.971320000000000000e+14
2.324108999999999924e+03 7.224960000000000000e+14
2.324615000000000236e+03 7.338200000000001250e+14
2.325121999999999844e+03 7.327960000000001250e+14
2.325629000000000360e+03 7.481240000000000000e+14
2.326134999999999764e+03 7.551530000000000000e+14
2.326641000000000076e+03 7.571850000000000000e+14
2.327146999999999935e+03 7.641570000000001250e+14
2.327653999999999996e+03 7.690130000000001250e+14
2.328159999999999854e+03 7.611000000000001250e+14
2.328666000000000167e+03 7.561930000000001250e+14
2.329172999999999774e+03 7.659550000000000000e+14
2.329679000000000087e+03 7.689780000000001250e+14
2.330185000000000400e+03 7.669150000000000000e+14
2.330692000000000007e+03 7.702630000000000000e+14
2.331198000000000320e+03 7.690900000000001250e+14
2.331704000000000178e+03 7.650610000000001250e+14
2.332210000000000036e+03 7.728430000000001250e+14
2.332717000000000098e+03 7.746830000000000000e+14
2.333222999999999956e+03 7.664160000000000000e+14
2.333728999999999814e+03 7.635060000000001250e+14
2.334235000000000127e+03 7.760070000000000000e+14
2.334740999999999985e+03 7.753860000000000000e+14
2.335248000000000047e+03 7.555110000000001250e+14
2.335753000000000156e+03 7.546430000000000000e+14
2.336259999999999764e+03 7.782340000000000000e+14
2.336766000000000076e+03 7.746800000000000000e+14
2.337271999999999935e+03 7.712670000000000000e+14
2.337778000000000247e+03 7.652890000000000000e+14
2.338283999999999651e+03 7.511200000000000000e+14
2.338789999999999964e+03 7.478110000000001250e+14
2.339295999999999822e+03 7.637910000000000000e+14
2.339802000000000135e+03 7.784030000000000000e+14
2.340307999999999993e+03 7.723540000000000000e+14
2.340813999999999851e+03 7.762110000000001250e+14
2.341320000000000164e+03 7.652450000000000000e+14
2.341826000000000022e+03 7.756650000000000000e+14
2.342331999999999880e+03 7.796530000000000000e+14
2.342838000000000193e+03 7.699170000000001250e+14
2.343344000000000051e+03 7.758760000000001250e+14
2.343850000000000364e+03 7.701850000000000000e+14
2.344355999999999767e+03 7.660460000000000000e+14
2.344862000000000080e+03 7.599720000000000000e+14
2.345367000000000189e+03 7.552500000000000000e+14
2.345873000000000047e+03 7.660490000000000000e+14
2.346379000000000360e+03 7.683570000000001250e+14
2.346884999999999764e+03 7.631670000000000000e+14
2.347391000000000076e+03 7.709980000000000000e+14
2.347896999999999935e+03 7.671140000000000000e+14
2.348402000000000044e+03 7.658010000000000000e+14
2.348908000000000357e+03 7.722860000000000000e+14
2.349413999999999760e+03 7.642190000000000000e+14
2.349920000000000073e+03 7.662720000000001250e+14
2.350425000000000182e+03 7.678740000000000000e+14
2.350931000000000040e+03 7.630730000000000000e+14
2.351437000000000353e+03 7.557160000000000000e+14
2.351942999999999756e+03 7.304530000000000000e+14
2.352447999999999865e+03 6.598180000000000000e+14
2.352954000000000178e+03 6.390910000000000000e+14
2.353460000000000036e+03 6.587270000000000000e+14
2.353965000000000146e+03 6.748850000000000000e+14
2.354471000000000004e+03 6.880540000000000000e+14
2.354976000000000113e+03 7.058230000000001250e+14
2.355481999999999971e+03 7.093990000000000000e+14
2.355987999999999829e+03 7.024120000000000000e+14
2.356492999999999938e+03 7.090130000000000000e+14
2.356999000000000251e+03 7.128650000000000000e+14
2.357503999999999905e+03 7.111970000000000000e+14
2.358010000000000218e+03 7.179410000000000000e+14
2.358515999999999622e+03 7.185320000000001250e+14
2.359020999999999731e+03 7.241350000000000000e+14
2.359527000000000044e+03 7.226860000000000000e+14
2.360031999999999698e+03 7.319750000000000000e+14
2.360538000000000011e+03 7.282520000000001250e+14
2.361043000000000120e+03 7.223310000000000000e+14
2.361547999999999774e+03 7.279320000000000000e+14
2.362054000000000087e+03 7.353550000000000000e+14
2.362560000000000400e+03 7.278570000000000000e+14
2.363065000000000055e+03 7.213240000000000000e+14
2.363570000000000164e+03 7.325690000000001250e+14
2.364076000000000022e+03 7.404160000000001250e+14
2.364580999999999676e+03 7.335540000000000000e+14
2.365086999999999989e+03 7.279470000000001250e+14
2.365592000000000098e+03 7.292380000000001250e+14
2.366096999999999753e+03 7.334210000000000000e+14
2.366603000000000065e+03 7.237430000000000000e+14
2.367108000000000175e+03 7.354020000000000000e+14
2.367612999999999829e+03 7.362060000000000000e+14
2.368119000000000142e+03 7.351540000000000000e+14
2.368624000000000251e+03 7.219140000000000000e+14
2.369128999999999905e+03 7.323790000000001250e+14
2.369634000000000015e+03 7.287280000000000000e+14
2.370140000000000327e+03 7.129200000000000000e+14
2.370644999999999982e+03 7.153040000000001250e+14
2.371150000000000091e+03 7.218680000000000000e+14
2.371655000000000200e+03 7.363190000000001250e+14
2.372161000000000058e+03 7.307690000000000000e+14
2.372666000000000167e+03 7.132960000000000000e+14
2.373171000000000276e+03 7.207640000000000000e+14
2.373675999999999931e+03 7.169170000000000000e+14
2.374181999999999789e+03 7.166120000000000000e+14
2.374686000000000149e+03 7.206400000000000000e+14
2.375192000000000007e+03 7.147970000000001250e+14
2.375697000000000116e+03 7.215820000000000000e+14
2.376202000000000226e+03 7.302020000000000000e+14
2.376707000000000335e+03 7.284450000000000000e+14
2.377211999999999989e+03 7.349990000000000000e+14
2.377717000000000098e+03 7.234890000000000000e+14
2.378222000000000207e+03 7.133740000000000000e+14
2.378726999999999862e+03 7.239510000000000000e+14
2.379231999999999971e+03 7.215950000000000000e+14
2.379737000000000080e+03 7.199190000000000000e+14
2.380242999999999938e+03 7.270470000000000000e+14
2.380748000000000047e+03 7.139760000000000000e+14
2.381253000000000156e+03 7.117000000000000000e+14
2.381757000000000062e+03 7.255980000000001250e+14
2.382262999999999920e+03 7.094830000000001250e+14
2.382766999999999825e+03 6.487730000000000000e+14
2.383271999999999935e+03 5.985320000000000000e+14
2.383776999999999589e+03 6.112260000000000000e+14
2.384281999999999698e+03 6.360670000000000000e+14
2.384787000000000262e+03 6.473490000000000000e+14
2.385292000000000371e+03 6.463240000000000000e+14
2.385797000000000025e+03 6.441550000000000000e+14
2.386302000000000135e+03 6.390610000000000000e+14
2.386807000000000244e+03 6.540120000000000000e+14
2.387311999999999898e+03 6.681420000000000000e+14
2.387815999999999804e+03 6.704090000000000000e+14
2.388322000000000116e+03 6.824100000000001250e+14
2.388826000000000022e+03 6.830170000000000000e+14
2.389330999999999676e+03 6.759530000000001250e+14
2.389835999999999785e+03 6.855940000000000000e+14
2.390340999999999894e+03 6.895440000000001250e+14
2.390846000000000004e+03 6.847530000000000000e+14
2.391349999999999909e+03 6.887610000000000000e+14
2.391855000000000018e+03 6.943330000000000000e+14
2.392360000000000127e+03 6.832290000000000000e+14
2.392865000000000236e+03 6.742160000000000000e+14
2.393368999999999687e+03 6.876320000000000000e+14
2.393873999999999796e+03 7.010090000000000000e+14
2.394378999999999905e+03 6.909730000000000000e+14
2.394884000000000015e+03 6.748640000000000000e+14
2.395387999999999920e+03 6.778930000000000000e+14
2.395893000000000029e+03 6.873930000000000000e+14
2.396398000000000138e+03 6.944340000000000000e+14
2.396902000000000044e+03 6.932990000000001250e+14
2.397406999999999698e+03 6.930390000000001250e+14
2.397911999999999807e+03 6.759090000000000000e+14
2.398416999999999916e+03 6.889740000000000000e+14
2.398921000000000276e+03 6.926560000000001250e+14
2.399425999999999931e+03 7.043370000000000000e+14
2.399929999999999836e+03 6.930000000000000000e+14
2.400434999999999945e+03 6.777050000000000000e+14
2.400939000000000306e+03 6.879060000000000000e+14
2.401443999999999960e+03 6.924870000000000000e+14
2.401949000000000069e+03 7.024630000000000000e+14
2.402452999999999975e+03 6.972710000000000000e+14
2.402958000000000084e+03 6.840750000000000000e+14
2.403461999999999989e+03 6.829120000000000000e+14
2.403967000000000098e+03 6.631130000000000000e+14
2.404471000000000004e+03 6.744670000000000000e+14
2.404976000000000113e+03 6.815420000000000000e+14
2.405480000000000018e+03 6.709990000000000000e+14
2.405984999999999673e+03 6.822800000000001250e+14
2.406489000000000033e+03 6.938940000000001250e+14
2.406994000000000142e+03 6.784470000000000000e+14
2.407498000000000047e+03 6.898350000000000000e+14
2.408002999999999702e+03 6.851200000000000000e+14
2.408507000000000062e+03 6.776310000000000000e+14
2.409012000000000171e+03 6.869610000000000000e+14
2.409516000000000076e+03 6.922140000000000000e+14
2.410019999999999982e+03 6.876970000000001250e+14
2.410524999999999636e+03 6.875020000000000000e+14
2.411028999999999996e+03 6.794910000000000000e+14
2.411532999999999902e+03 6.778600000000000000e+14
2.412038000000000011e+03 6.870300000000000000e+14
2.412542000000000371e+03 6.922780000000000000e+14
2.413047000000000025e+03 6.761400000000000000e+14
2.413550999999999931e+03 6.438840000000000000e+14
2.414054999999999836e+03 6.041870000000001250e+14
2.414559999999999945e+03 5.886000000000000000e+14
2.415064000000000306e+03 6.098100000000000000e+14
2.415567999999999756e+03 6.288690000000000000e+14
2.416072999999999865e+03 6.279960000000000000e+14
2.416577000000000226e+03 6.295870000000000000e+14
2.417081000000000131e+03 6.435770000000000000e+14
2.417585000000000036e+03 6.498140000000000000e+14
2.418089999999999691e+03 6.466150000000000000e+14
2.418594000000000051e+03 6.518700000000000000e+14
2.419097999999999956e+03 6.617410000000000000e+14
2.419601999999999862e+03 6.495670000000000000e+14
2.420106999999999971e+03 6.437210000000000000e+14
2.420610999999999876e+03 6.551230000000000000e+14
2.421114999999999782e+03 6.534490000000001250e+14
2.421619000000000142e+03 6.606360000000000000e+14
2.422123000000000047e+03 6.559470000000000000e+14
2.422626999999999953e+03 6.556560000000000000e+14
2.423132000000000062e+03 6.452770000000000000e+14
2.423635999999999967e+03 6.467280000000000000e+14
2.424139999999999873e+03 6.677920000000000000e+14
2.424643999999999778e+03 6.659580000000000000e+14
2.425148000000000138e+03 6.543490000000000000e+14
2.425653000000000247e+03 6.477210000000000000e+14
2.426156999999999698e+03 6.635320000000000000e+14
2.426661000000000058e+03 6.689410000000000000e+14
2.427164999999999964e+03 6.616240000000000000e+14
2.427668999999999869e+03 6.587380000000000000e+14
2.428173000000000229e+03 6.469480000000000000e+14
2.428677000000000135e+03 6.429650000000000000e+14
2.429180999999999585e+03 6.584870000000000000e+14
2.429684999999999945e+03 6.647120000000000000e+14
2.430188999999999851e+03 6.594520000000000000e+14
2.430693000000000211e+03 6.613130000000000000e+14
2.431197000000000116e+03 6.382430000000000000e+14
2.431701000000000022e+03 6.576340000000000000e+14
2.432205000000000382e+03 6.648860000000000000e+14
2.432708999999999833e+03 6.632960000000000000e+14
2.433212999999999738e+03 6.550980000000000000e+14
2.433717000000000098e+03 6.372600000000000000e+14
2.434221000000000004e+03 6.375990000000000000e+14
2.434724999999999909e+03 6.477150000000000000e+14
2.435229000000000269e+03 6.510960000000001250e+14
2.435732999999999720e+03 6.564690000000000000e+14
2.436237000000000080e+03 6.528020000000000000e+14
2.436740999999999985e+03 6.542050000000000000e+14
2.437244999999999891e+03 6.481770000000000000e+14
2.437749000000000251e+03 6.389700000000000000e+14
2.438251999999999953e+03 6.352930000000000000e+14
2.438756000000000313e+03 6.522370000000000000e+14
2.439259999999999764e+03 6.500380000000000000e+14
2.439763999999999669e+03 6.529070000000000000e+14
2.440268000000000029e+03 6.516890000000000000e+14
2.440771999999999935e+03 6.342470000000000000e+14
2.441275999999999840e+03 6.377520000000000000e+14
2.441780000000000200e+03 6.490300000000001250e+14
2.442283000000000357e+03 6.520880000000001250e+14
2.442787000000000262e+03 6.540020000000000000e+14
2.443290999999999713e+03 6.625720000000000000e+14
2.443795000000000073e+03 6.551670000000000000e+14
2.444298999999999978e+03 6.242680000000000000e+14
2.444802999999999884e+03 6.362740000000000000e+14
2.445306000000000040e+03 6.497640000000000000e+14
2.445809999999999945e+03 6.212800000000001250e+14
2.446314000000000306e+03 5.847040000000000000e+14
2.446817000000000007e+03 5.933740000000000000e+14
2.447320999999999913e+03 5.813840000000000000e+14
2.447824999999999818e+03 5.875450000000001250e+14
2.448329000000000178e+03 6.130590000000000000e+14
2.448833000000000084e+03 6.142910000000000000e+14
2.449336000000000240e+03 6.069010000000000000e+14
2.449840000000000146e+03 6.147890000000001250e+14
2.450344000000000051e+03 6.064130000000000000e+14
2.450847000000000207e+03 6.062770000000000000e+14
2.451350999999999658e+03 6.250140000000000000e+14
2.451855000000000018e+03 6.347490000000000000e+14
2.452357999999999720e+03 6.308400000000000000e+14
2.452862000000000080e+03 6.239930000000000000e+14
2.453365999999999985e+03 6.158420000000000000e+14
2.453870000000000346e+03 6.192540000000000000e+14
2.454373000000000047e+03 6.206860000000000000e+14
2.454877000000000407e+03 6.270980000000000000e+14
2.455380000000000109e+03 6.104640000000000000e+14
2.455884000000000015e+03 6.077010000000000000e+14
2.456387999999999920e+03 6.041420000000000000e+14
2.456891000000000076e+03 6.015870000000000000e+14
2.457394999999999982e+03 5.957730000000000000e+14
2.457898000000000138e+03 6.183380000000000000e+14
2.458402000000000044e+03 6.288200000000000000e+14
2.458905000000000200e+03 6.257900000000000000e+14
2.459409000000000106e+03 6.112040000000000000e+14
2.459913000000000011e+03 6.317360000000000000e+14
2.460415999999999713e+03 6.347100000000000000e+14
2.460920000000000073e+03 6.294040000000000000e+14
2.461422999999999774e+03 6.309710000000000000e+14
2.461927000000000135e+03 6.280150000000000000e+14
2.462429999999999836e+03 6.112670000000000000e+14
2.462934000000000196e+03 6.294860000000000000e+14
2.463438000000000102e+03 6.510840000000000000e+14
2.463941000000000258e+03 6.438360000000000000e+14
2.464443999999999960e+03 6.206150000000000000e+14
2.464948000000000320e+03 6.142180000000000000e+14
2.465451000000000022e+03 6.084400000000000000e+14
2.465954999999999927e+03 6.241080000000000000e+14
2.466457999999999629e+03 6.342120000000000000e+14
2.466961999999999989e+03 6.297870000000000000e+14
2.467464999999999691e+03 6.223700000000000000e+14
2.467969000000000051e+03 6.230830000000000000e+14
2.468472000000000207e+03 6.157540000000000000e+14
2.468976000000000113e+03 6.240710000000001250e+14
2.469479000000000269e+03 6.329170000000000000e+14
2.469981999999999971e+03 6.251810000000000000e+14
2.470486000000000331e+03 6.233510000000000000e+14
2.470989000000000033e+03 6.210050000000000000e+14
2.471492999999999938e+03 6.159690000000000000e+14
2.471995999999999640e+03 6.124960000000000000e+14
2.472498999999999796e+03 6.234850000000000000e+14
2.473002999999999702e+03 6.324470000000000000e+14
2.473505999999999858e+03 6.215520000000000000e+14
2.474009999999999764e+03 6.291490000000000000e+14
2.474512999999999920e+03 6.249500000000000000e+14
2.475016999999999825e+03 6.158580000000000000e+14
2.475519999999999982e+03 6.067410000000000000e+14
2.476023000000000138e+03 6.086710000000000000e+14
2.476525999999999840e+03 6.179620000000000000e+14
2.477030000000000200e+03 6.370000000000000000e+14
2.477533000000000357e+03 6.342420000000001250e+14
2.478036000000000058e+03 6.221160000000000000e+14
2.478539999999999964e+03 5.876190000000000000e+14
2.479042999999999665e+03 5.464810000000000000e+14
2.479545999999999822e+03 5.536400000000000000e+14
2.480049999999999727e+03 5.645650000000000000e+14
2.480552999999999884e+03 5.618150000000000000e+14
2.481056000000000040e+03 5.812320000000000000e+14
2.481559999999999945e+03 5.798440000000000000e+14
2.482063000000000102e+03 5.549550000000000000e+14
2.482565999999999804e+03 5.501950000000000000e+14
2.483068999999999960e+03 5.727960000000000000e+14
2.483572000000000116e+03 5.846590000000000000e+14
2.484076000000000022e+03 6.066170000000000000e+14
2.484579000000000178e+03 6.170590000000000000e+14
2.485081999999999880e+03 5.990650000000000000e+14
2.485585000000000036e+03 5.903370000000000000e+14
2.486089000000000397e+03 5.792110000000000000e+14
2.486592000000000098e+03 5.493160000000000625e+14
2.487095000000000255e+03 5.639540000000000000e+14
2.487598000000000411e+03 5.997380000000000000e+14
2.488101000000000113e+03 6.178400000000000000e+14
2.488605000000000018e+03 6.056990000000000000e+14
2.489107999999999720e+03 5.938230000000000000e+14
2.489610999999999876e+03 6.095000000000000000e+14
2.490114000000000033e+03 6.134020000000000000e+14
2.490616999999999734e+03 6.053390000000000000e+14
2.491121000000000095e+03 5.947890000000000000e+14
2.491623999999999796e+03 5.968040000000000000e+14
2.492126999999999953e+03 6.025320000000000000e+14
2.492630000000000109e+03 5.921130000000000000e+14
2.493132999999999811e+03 5.903900000000000000e+14
2.493635999999999967e+03 6.120710000000000000e+14
2.494139000000000124e+03 6.073720000000000000e+14
2.494641999999999825e+03 6.064710000000000000e+14
2.495146000000000186e+03 6.271240000000000000e+14
2.495648999999999887e+03 6.105720000000000000e+14
2.496152000000000044e+03 5.953740000000000000e+14
2.496655000000000200e+03 5.959160000000000000e+14
2.497158000000000357e+03 5.966400000000000000e+14
2.497661000000000058e+03 5.921160000000000000e+14
2.498164000000000215e+03 5.982730000000000000e+14
2.498667000000000371e+03 5.986060000000000000e+14
2.499170000000000073e+03 5.981860000000000000e+14
2.499673000000000229e+03 5.859210000000000000e+14
2.500176000000000386e+03 5.879970000000000000e+14
2.500679000000000087e+03 5.904570000000000000e+14
2.501182999999999993e+03 6.002960000000000000e+14
2.501685999999999694e+03 6.094700000000000000e+14
2.502187999999999647e+03 6.073170000000000000e+14
2.502692000000000007e+03 5.880150000000000000e+14
2.503194999999999709e+03 5.963030000000000000e+14
2.503697999999999865e+03 5.938550000000000000e+14
2.504201000000000022e+03 5.900290000000000000e+14
2.504703999999999724e+03 5.956360000000000000e+14
2.505206999999999880e+03 6.001310000000000000e+14
2.505710000000000036e+03 5.983850000000000000e+14
2.506212999999999738e+03 6.206560000000000000e+14
2.506715999999999894e+03 6.001740000000000000e+14
2.507219000000000051e+03 5.753640000000000000e+14
2.507721999999999753e+03 5.803360000000000000e+14
2.508224999999999909e+03 5.946220000000000000e+14
2.508728000000000065e+03 5.929470000000000000e+14
2.509231000000000222e+03 5.975480000000000000e+14
2.509733999999999924e+03 5.993230000000000000e+14
2.510237000000000080e+03 5.924310000000000000e+14
2.510740000000000236e+03 5.899230000000000000e+14
2.511242999999999938e+03 6.047160000000000000e+14
2.511744999999999891e+03 5.898290000000000000e+14
2.512248000000000047e+03 5.651770000000000000e+14
2.512751000000000204e+03 5.648470000000000000e+14
2.513253999999999905e+03 5.750250000000000000e+14
2.513757000000000062e+03 5.610900000000000000e+14
2.514260000000000218e+03 5.533200000000000000e+14
2.514762999999999920e+03 5.613800000000000625e+14
2.515266000000000076e+03 5.892960000000001250e+14
2.515769000000000233e+03 6.058870000000000000e+14
2.516271999999999935e+03 6.015910000000000000e+14
2.516775000000000091e+03 6.120590000000000000e+14
2.517277000000000044e+03 5.996410000000000000e+14
2.517780000000000200e+03 5.928950000000000000e+14
2.518282999999999902e+03 5.836410000000000000e+14
2.518786000000000058e+03 5.805410000000001250e+14
2.519289000000000215e+03 5.824840000000000000e+14
2.519791999999999916e+03 5.936870000000000000e+14
2.520295000000000073e+03 5.883490000000000000e+14
2.520798000000000229e+03 5.891620000000000000e+14
2.521300999999999931e+03 5.820760000000000000e+14
2.521802999999999884e+03 5.791610000000000000e+14
2.522306000000000040e+03 5.905330000000000000e+14
2.522809000000000196e+03 5.853900000000000000e+14
2.523312000000000353e+03 5.770300000000000000e+14
2.523815000000000055e+03 5.692060000000000000e+14
2.524318000000000211e+03 5.835270000000000000e+14
2.524821000000000367e+03 5.860170000000000000e+14
2.525323000000000320e+03 5.769670000000000000e+14
2.525826000000000022e+03 5.855840000000000000e+14
2.526329000000000178e+03 5.922160000000000000e+14
2.526832000000000335e+03 5.716450000000000000e+14
2.527335000000000036e+03 5.678170000000000000e+14
2.527836999999999989e+03 5.812100000000000000e+14
2.528340000000000146e+03 5.851200000000000000e+14
2.528843000000000302e+03 5.726940000000000000e+14
2.529346000000000004e+03 5.886260000000000000e+14
2.529849000000000160e+03 5.928030000000000000e+14
2.530351000000000113e+03 6.011900000000000000e+14
2.530854000000000269e+03 -9.990000000000000553e+28
2.531356999999999971e+03 -9.990000000000000553e+28
2.531860000000000127e+03 -9.990000000000000553e+28
